,0,1,2
1,0.5310066040809075,0.5316176416149011,0.5293362751050098
2,0.6071904522166619,0.6066470714534252,0.6049980503358863
3,0.6071904522166619,0.6066470714534252,0.6049980503358863
4,0.608537921639469,0.6080019545855033,0.6063159245603397
5,0.6229750940267134,0.6227649981120469,0.6203485703285806
6,0.6229750940267134,0.6227649981120469,0.6203485703285806
7,0.643113098587378,0.6439915005145594,0.6421206422539089
8,0.6439571178961713,0.6447244700778119,0.6426783942665056
9,0.655803002931856,0.6573552385112577,0.6541049067369539
10,0.6728758847395393,0.6736804696928194,0.6706943272178038
11,0.6870465247134787,0.6878290033835063,0.6852501739890124
12,0.6913554653952064,0.6924119140870824,0.6903785309897885
13,0.697530132970059,0.698445956451243,0.6959264359646384
14,0.6992181715876454,0.699926703043674,0.6976194354365025
15,0.7126632511031501,0.7126463162726664,0.7047270717032172
16,0.7090650635235586,0.7082484988931413,0.7068346832906376
17,0.7135664998371192,0.7126759312045139,0.7111881105039985
18,0.7456096188586501,0.747206941740026,0.7463857175997917
19,0.7495335682767188,0.7496945960153112,0.7480096150523952
20,0.7498149080463178,0.7503757394478312,0.7489572998879563
21,0.7501406698847997,0.7508125596925967,0.7492583872575882
22,0.7503035508040398,0.7508495783574081,0.7497371655338868
23,0.7503923949418073,0.751782448710641,0.7506848503694482
24,0.7508218082743521,0.7518564860402617,0.7507588882472276
25,0.752228507122339,0.7528633937231164,0.7513659988450088
26,0.754864216542779,0.754640289634034,0.7532564326576137
27,0.758195871709064,0.7582088889217943,0.7566177523087475
28,0.7606538928539679,0.7611999970385074,0.7592929876258029
29,0.7608908105546842,0.7613554754307128,0.759297923484321
30,0.7609204252672727,0.7612518231692417,0.7591794628798758
31,0.7669914413480625,0.7674117289937585,0.765378901179176
32,0.76740604732431,0.7673599028630221,0.7659218456162182
33,0.7686202505404666,0.7689072830521154,0.7672002329725218
34,0.7702046376639927,0.7702621661841903,0.7688636172932759
35,0.7707821245594801,0.7707063901619194,0.7691844480969793
36,0.7756537447804077,0.7757335248432269,0.7744510091362727
37,0.7764089199514315,0.7760889040254095,0.7749495308466468
38,0.7763348831699599,0.7762888048153884,0.7749445949881282
39,0.7876180886664487,0.7870094101445929,0.7869288594711733
